order_number,customer_id,customer_name,part_number,order_date,promise_date,shipped_date,qty_ordered,qty_shipped,backorder_qty,otif_flag,fill_rate,warehouse_id
SO20217,CUST-001,Customer X,CL-7781,10-12-2024,13-12-2024,12-12-2024,26,25,1,0,0.9615384615384616,WH-01
SO20218,CUST-003,Customer Z,CL-7781,06-09-2024,07-09-2024,08-09-2024,6,5,1,0,0.8333333333333334,WH-01
SO20219,CUST-001,Customer X,BR-2208,27-02-2025,01-03-2025,02-03-2025,35,35,0,0,1,WH-03
SO20220,CUST-001,Customer X,AX-4312,29-03-2025,31-03-2025,02-04-2025,15,15,0,0,1,WH-01
SO20221,CUST-001,Customer X,BR-2208,26-02-2026,28-02-2026,02-03-2026,11,7,4,0,0.6363636363636364,WH-03
SO20222,CUST-002,Customer Y,CL-7781,22-01-2025,25-01-2025,27-01-2025,23,23,0,0,1,WH-01
SO20223,CUST-002,Customer Y,BR-2208,21-05-2024,24-05-2024,24-05-2024,10,10,0,1,1,WH-03
SO20224,CUST-001,Customer X,CL-7781,20-05-2024,21-05-2024,21-05-2024,21,15,6,0,0.7142857142857143,WH-01
SO20225,CUST-002,Customer Y,BR-2208,23-10-2024,25-10-2024,25-10-2024,9,6,3,0,0.6666666666666666,WH-03
SO20226,CUST-003,Customer Z,CL-7781,16-04-2025,19-04-2025,21-04-2025,7,0,7,0,0,WH-01
SO20227,CUST-002,Customer Y,MN-5544,05-06-2024,09-06-2024,10-06-2024,21,15,6,0,0.7142857142857143,WH-01
SO20228,CUST-003,Customer Z,AX-4312,17-06-2025,19-06-2025,21-06-2025,16,16,0,0,1,WH-01
SO20229,CUST-002,Customer Y,BR-2208,19-09-2025,20-09-2025,21-09-2025,25,22,3,0,0.88,WH-03
SO20230,CUST-003,Customer Z,CL-7781,15-01-2025,17-01-2025,18-01-2025,7,7,0,0,1,WH-01
SO20231,CUST-003,Customer Z,AX-4312,28-12-2025,01-01-2026,03-01-2026,14,7,7,0,0.5,WH-01
SO20232,CUST-003,Customer Z,AX-4312,15-09-2025,18-09-2025,17-09-2025,8,0,8,0,0,WH-01
SO20233,CUST-002,Customer Y,BR-2208,21-10-2025,25-10-2025,24-10-2025,8,8,0,1,1,WH-03
SO20234,CUST-003,Customer Z,ZX-9910,17-03-2025,21-03-2025,22-03-2025,14,5,9,0,0.3571428571428571,WH-01
SO20235,CUST-003,Customer Z,BR-2208,17-10-2025,21-10-2025,22-10-2025,22,22,0,0,1,WH-03
SO20236,CUST-002,Customer Y,ZX-9910,21-08-2025,24-08-2025,26-08-2025,35,35,0,0,1,WH-01
SO20237,CUST-001,Customer X,CL-7781,09-03-2025,12-03-2025,13-03-2025,23,15,8,0,0.6521739130434783,WH-01
SO20238,CUST-002,Customer Y,MN-5544,10-07-2025,11-07-2025,13-07-2025,33,24,9,0,0.7272727272727273,WH-01
SO20239,CUST-003,Customer Z,MN-5544,28-06-2025,30-06-2025,02-07-2025,18,17,1,0,0.9444444444444444,WH-01
SO20240,CUST-003,Customer Z,BR-2208,13-10-2024,16-10-2024,15-10-2024,26,24,2,0,0.9230769230769232,WH-03
SO20241,CUST-002,Customer Y,CL-7781,31-07-2024,03-08-2024,02-08-2024,27,24,3,0,0.8888888888888888,WH-01
SO20242,CUST-002,Customer Y,AX-4312,07-11-2024,08-11-2024,07-11-2024,35,31,4,0,0.8857142857142857,WH-01
SO20243,CUST-002,Customer Y,BR-2208,02-06-2025,04-06-2025,03-06-2025,39,34,5,0,0.8717948717948718,WH-03
SO20244,CUST-002,Customer Y,ZX-9910,21-02-2026,25-02-2026,26-02-2026,33,27,6,0,0.8181818181818182,WH-01
SO20245,CUST-002,Customer Y,BR-2208,04-06-2024,08-06-2024,09-06-2024,5,2,3,0,0.4,WH-03
SO20246,CUST-003,Customer Z,MN-5544,31-03-2025,01-04-2025,01-04-2025,23,23,0,1,1,WH-01
SO20247,CUST-002,Customer Y,CL-7781,12-05-2024,14-05-2024,14-05-2024,18,18,0,1,1,WH-01
SO20248,CUST-003,Customer Z,CL-7781,04-05-2024,05-05-2024,05-05-2024,16,10,6,0,0.625,WH-01
SO20249,CUST-002,Customer Y,CL-7781,07-02-2025,10-02-2025,10-02-2025,37,37,0,1,1,WH-01
SO20250,CUST-003,Customer Z,ZX-9910,18-08-2024,19-08-2024,18-08-2024,10,2,8,0,0.2,WH-01
SO20251,CUST-003,Customer Z,MN-5544,29-08-2024,02-09-2024,02-09-2024,37,34,3,0,0.918918919,WH-01
SO20252,CUST-003,Customer Z,CL-7781,03-04-2024,05-04-2024,07-04-2024,14,6,8,0,0.4285714285714285,WH-01
SO20253,CUST-003,Customer Z,BR-2208,27-03-2024,30-03-2024,29-03-2024,7,6,1,0,0.8571428571428571,WH-03
SO20254,CUST-002,Customer Y,ZX-9910,24-06-2025,28-06-2025,28-06-2025,32,30,2,0,0.9375,WH-01
SO20255,CUST-001,Customer X,CL-7781,03-02-2025,06-02-2025,05-02-2025,36,36,0,1,1,WH-01
SO20256,CUST-001,Customer X,CL-7781,12-04-2025,14-04-2025,13-04-2025,9,2,7,0,0.2222222222222222,WH-01
SO20257,CUST-003,Customer Z,MN-5544,15-08-2025,18-08-2025,17-08-2025,11,4,7,0,0.3636363636363636,WH-01
SO20258,CUST-002,Customer Y,BR-2208,17-03-2024,20-03-2024,20-03-2024,27,26,1,0,0.9629629629629628,WH-03
SO20259,CUST-002,Customer Y,ZX-9910,30-03-2025,03-04-2025,05-04-2025,11,11,0,0,1,WH-01
SO20260,CUST-003,Customer Z,AX-4312,16-12-2025,17-12-2025,16-12-2025,32,25,7,0,0.78125,WH-01
SO20261,CUST-003,Customer Z,BR-2208,13-06-2024,16-06-2024,18-06-2024,8,7,1,0,0.875,WH-03
SO20262,CUST-003,Customer Z,MN-5544,21-01-2025,22-01-2025,21-01-2025,9,4,5,0,0.4444444444444444,WH-01
SO20263,CUST-003,Customer Z,CL-7781,19-08-2025,21-08-2025,21-08-2025,30,30,0,1,1,WH-01
SO20264,CUST-001,Customer X,CL-7781,22-06-2024,26-06-2024,27-06-2024,30,30,0,0,1,WH-01
SO20265,CUST-001,Customer X,MN-5544,13-03-2024,14-03-2024,16-03-2024,24,20,4,0,0.8333333333333334,WH-01
SO20266,CUST-003,Customer Z,AX-4312,07-04-2025,08-04-2025,09-04-2025,30,24,6,0,0.8,WH-01
SO20267,CUST-003,Customer Z,AX-4312,15-02-2025,17-02-2025,17-02-2025,35,32,3,0,0.9142857142857144,WH-01
SO20268,CUST-002,Customer Y,BR-2208,26-03-2024,28-03-2024,30-03-2024,5,0,5,0,0,WH-03
SO20269,CUST-002,Customer Y,ZX-9910,27-04-2025,28-04-2025,29-04-2025,30,22,8,0,0.7333333333333333,WH-01
SO20270,CUST-001,Customer X,AX-4312,28-06-2024,30-06-2024,01-07-2024,20,13,7,0,0.65,WH-01
SO20271,CUST-002,Customer Y,CL-7781,03-09-2025,05-09-2025,05-09-2025,7,6,1,0,0.8571428571428571,WH-01
SO20272,CUST-002,Customer Y,ZX-9910,16-07-2024,17-07-2024,17-07-2024,28,20,8,0,0.7142857142857143,WH-01
SO20273,CUST-001,Customer X,CL-7781,08-07-2025,09-07-2025,09-07-2025,11,7,4,0,0.6363636363636364,WH-01
SO20274,CUST-002,Customer Y,BR-2208,29-08-2025,01-09-2025,31-08-2025,26,26,0,1,1,WH-03
SO20275,CUST-002,Customer Y,AX-4312,04-09-2025,08-09-2025,10-09-2025,25,19,6,0,0.76,WH-01
SO20276,CUST-001,Customer X,AX-4312,09-04-2024,13-04-2024,15-04-2024,12,3,9,0,0.25,WH-01
SO20277,CUST-001,Customer X,MN-5544,29-06-2024,30-06-2024,29-06-2024,29,21,8,0,0.7241379310344828,WH-01
SO20278,CUST-003,Customer Z,AX-4312,05-06-2025,06-06-2025,06-06-2025,23,20,3,0,0.8695652173913043,WH-01
SO20279,CUST-001,Customer X,ZX-9910,22-09-2024,24-09-2024,23-09-2024,33,28,5,0,0.8484848484848485,WH-01
SO20280,CUST-003,Customer Z,MN-5544,29-05-2024,30-05-2024,01-06-2024,29,24,5,0,0.8275862068965517,WH-01
SO20281,CUST-003,Customer Z,MN-5544,06-10-2024,10-10-2024,10-10-2024,24,22,2,0,0.9166666666666666,WH-01
SO20282,CUST-003,Customer Z,CL-7781,28-03-2025,31-03-2025,01-04-2025,22,13,9,0,0.5909090909090909,WH-01
SO20283,CUST-003,Customer Z,MN-5544,04-10-2025,08-10-2025,10-10-2025,12,12,0,0,1,WH-01
SO20284,CUST-001,Customer X,MN-5544,23-10-2025,26-10-2025,25-10-2025,37,34,3,0,0.918918919,WH-01
SO20285,CUST-002,Customer Y,AX-4312,04-09-2024,06-09-2024,08-09-2024,30,23,7,0,0.7666666666666667,WH-01
SO20286,CUST-001,Customer X,BR-2208,24-02-2026,26-02-2026,27-02-2026,36,30,6,0,0.8333333333333334,WH-03
SO20287,CUST-002,Customer Y,CL-7781,17-08-2024,18-08-2024,19-08-2024,16,9,7,0,0.5625,WH-01
SO20288,CUST-002,Customer Y,MN-5544,19-11-2024,23-11-2024,25-11-2024,26,25,1,0,0.9615384615384616,WH-01
SO20289,CUST-001,Customer X,ZX-9910,03-06-2024,06-06-2024,08-06-2024,24,17,7,0,0.7083333333333334,WH-01
SO20290,CUST-002,Customer Y,MN-5544,10-09-2025,12-09-2025,11-09-2025,14,11,3,0,0.7857142857142857,WH-01
SO20291,CUST-001,Customer X,MN-5544,30-06-2024,03-07-2024,05-07-2024,20,17,3,0,0.85,WH-01
SO20292,CUST-002,Customer Y,AX-4312,01-01-2025,02-01-2025,04-01-2025,23,19,4,0,0.8260869565217391,WH-01
SO20293,CUST-001,Customer X,BR-2208,01-05-2025,03-05-2025,02-05-2025,13,5,8,0,0.3846153846153846,WH-03
SO20294,CUST-002,Customer Y,MN-5544,04-03-2024,07-03-2024,06-03-2024,12,11,1,0,0.9166666666666666,WH-01
SO20295,CUST-002,Customer Y,ZX-9910,26-05-2024,27-05-2024,28-05-2024,37,37,0,0,1,WH-01
SO20296,CUST-002,Customer Y,AX-4312,06-08-2024,10-08-2024,10-08-2024,9,8,1,0,0.8888888888888888,WH-01
SO20297,CUST-002,Customer Y,CL-7781,02-06-2025,03-06-2025,03-06-2025,5,3,2,0,0.6,WH-01
SO20298,CUST-001,Customer X,CL-7781,28-02-2025,02-03-2025,01-03-2025,12,10,2,0,0.8333333333333334,WH-01
SO20299,CUST-002,Customer Y,ZX-9910,22-12-2024,24-12-2024,23-12-2024,9,3,6,0,0.3333333333333333,WH-01
SO20300,CUST-002,Customer Y,ZX-9910,27-02-2025,03-03-2025,04-03-2025,22,21,1,0,0.9545454545454546,WH-01
SO20301,CUST-002,Customer Y,CL-7781,10-03-2025,11-03-2025,12-03-2025,37,36,1,0,0.972972973,WH-01
SO20302,CUST-002,Customer Y,CL-7781,19-07-2024,20-07-2024,19-07-2024,20,15,5,0,0.75,WH-01
SO20303,CUST-002,Customer Y,MN-5544,06-09-2024,07-09-2024,08-09-2024,18,14,4,0,0.7777777777777778,WH-01
SO20304,CUST-002,Customer Y,MN-5544,22-04-2024,25-04-2024,27-04-2024,29,24,5,0,0.8275862068965517,WH-01
SO20305,CUST-003,Customer Z,CL-7781,03-05-2024,05-05-2024,06-05-2024,20,17,3,0,0.85,WH-01
SO20306,CUST-001,Customer X,MN-5544,21-03-2024,22-03-2024,24-03-2024,16,16,0,0,1,WH-01
SO20307,CUST-001,Customer X,ZX-9910,19-09-2025,20-09-2025,22-09-2025,31,23,8,0,0.7419354838709677,WH-02
SO20308,CUST-003,Customer Z,AX-4312,18-05-2024,19-05-2024,21-05-2024,9,1,8,0,0.1111111111111111,WH-02
SO20309,CUST-002,Customer Y,AX-4312,27-09-2024,30-09-2024,01-10-2024,37,29,8,0,0.7837837837837838,WH-02
SO20310,CUST-001,Customer X,MN-5544,25-05-2024,27-05-2024,27-05-2024,13,5,8,0,0.3846153846153846,WH-02
SO20311,CUST-002,Customer Y,MN-5544,18-12-2024,20-12-2024,20-12-2024,33,27,6,0,0.8181818181818182,WH-02
SO20312,CUST-002,Customer Y,CL-7781,05-12-2025,08-12-2025,10-12-2025,21,14,7,0,0.6666666666666666,WH-02
SO20313,CUST-001,Customer X,AX-4312,08-06-2024,10-06-2024,10-06-2024,7,3,4,0,0.4285714285714285,WH-01
SO20314,CUST-001,Customer X,ZX-9910,25-07-2025,27-07-2025,28-07-2025,27,21,6,0,0.7777777777777778,WH-01
SO20315,CUST-001,Customer X,AX-4312,23-12-2024,25-12-2024,25-12-2024,27,22,5,0,0.8148148148148148,WH-01
SO20316,CUST-002,Customer Y,CL-7781,24-09-2024,26-09-2024,25-09-2024,17,9,8,0,0.5294117647058824,WH-01
SO20317,CUST-002,Customer Y,BR-2208,26-06-2024,28-06-2024,29-06-2024,26,26,0,0,1,WH-03
SO20318,CUST-001,Customer X,BR-2208,25-09-2024,28-09-2024,28-09-2024,13,10,3,0,0.7692307692307693,WH-03
SO20319,CUST-001,Customer X,BR-2208,16-05-2025,18-05-2025,20-05-2025,26,19,7,0,0.7307692307692307,WH-03
SO20320,CUST-002,Customer Y,BR-2208,14-11-2025,17-11-2025,16-11-2025,21,18,3,0,0.8571428571428571,WH-03
SO20321,CUST-002,Customer Y,AX-4312,13-09-2024,14-09-2024,13-09-2024,35,27,8,0,0.7714285714285715,WH-01
SO20322,CUST-001,Customer X,AX-4312,28-09-2024,01-10-2024,01-10-2024,11,5,6,0,0.4545454545454545,WH-01
SO20323,CUST-001,Customer X,ZX-9910,17-06-2025,21-06-2025,22-06-2025,9,5,4,0,0.5555555555555556,WH-01
SO20324,CUST-003,Customer Z,AX-4312,12-08-2025,13-08-2025,13-08-2025,13,8,5,0,0.6153846153846154,WH-01
SO20325,CUST-002,Customer Y,AX-4312,13-01-2026,14-01-2026,15-01-2026,20,16,4,0,0.8,WH-01
SO20326,CUST-001,Customer X,MN-5544,08-12-2025,10-12-2025,10-12-2025,20,16,4,0,0.8,WH-01
SO20327,CUST-001,Customer X,ZX-9910,02-05-2025,05-05-2025,04-05-2025,17,10,7,0,0.5882352941176471,WH-01
SO20328,CUST-002,Customer Y,ZX-9910,09-01-2026,12-01-2026,12-01-2026,30,21,9,0,0.7,WH-01
SO20329,CUST-001,Customer X,AX-4312,16-06-2025,19-06-2025,18-06-2025,33,29,4,0,0.8787878787878788,WH-01
SO20330,CUST-002,Customer Y,AX-4312,23-10-2025,24-10-2025,23-10-2025,27,20,7,0,0.7407407407407407,WH-01
SO20331,CUST-001,Customer X,BR-2208,16-06-2025,19-06-2025,20-06-2025,11,8,3,0,0.7272727272727273,WH-03
SO20332,CUST-003,Customer Z,CL-7781,16-01-2026,19-01-2026,20-01-2026,7,1,6,0,0.1428571428571428,WH-01
SO20333,CUST-002,Customer Y,MN-5544,07-12-2025,09-12-2025,10-12-2025,5,0,5,0,0,WH-01
SO20334,CUST-002,Customer Y,AX-4312,06-05-2024,10-05-2024,09-05-2024,35,33,2,0,0.9428571428571428,WH-01
SO20335,CUST-003,Customer Z,BR-2208,12-11-2025,15-11-2025,17-11-2025,19,19,0,0,1,WH-03
SO20336,CUST-001,Customer X,ZX-9910,11-03-2025,12-03-2025,13-03-2025,30,27,3,0,0.9,WH-01
SO20337,CUST-001,Customer X,CL-7781,17-04-2024,18-04-2024,20-04-2024,17,17,0,0,1,WH-01
SO20338,CUST-002,Customer Y,MN-5544,30-06-2024,01-07-2024,30-06-2024,18,12,6,0,0.6666666666666666,WH-01
SO20339,CUST-002,Customer Y,AX-4312,20-05-2025,22-05-2025,24-05-2025,8,2,6,0,0.25,WH-01
SO20340,CUST-003,Customer Z,CL-7781,12-12-2024,16-12-2024,17-12-2024,8,6,2,0,0.75,WH-01
SO20341,CUST-002,Customer Y,AX-4312,14-03-2024,17-03-2024,18-03-2024,13,9,4,0,0.6923076923076923,WH-01
SO20342,CUST-002,Customer Y,BR-2208,04-02-2025,05-02-2025,05-02-2025,14,10,4,0,0.7142857142857143,WH-03
SO20343,CUST-002,Customer Y,ZX-9910,24-09-2024,27-09-2024,28-09-2024,10,1,9,0,0.1,WH-01
SO20344,CUST-001,Customer X,MN-5544,11-11-2024,13-11-2024,12-11-2024,17,15,2,0,0.8823529411764706,WH-01
SO20345,CUST-003,Customer Z,CL-7781,01-10-2024,03-10-2024,05-10-2024,23,23,0,0,1,WH-01
SO20346,CUST-003,Customer Z,ZX-9910,15-03-2024,19-03-2024,21-03-2024,26,25,1,0,0.9615384615384616,WH-01
SO20347,CUST-003,Customer Z,MN-5544,21-10-2025,25-10-2025,25-10-2025,15,15,0,1,1,WH-01
SO20348,CUST-001,Customer X,BR-2208,16-09-2024,19-09-2024,20-09-2024,12,7,5,0,0.5833333333333334,WH-03
SO20349,CUST-001,Customer X,ZX-9910,06-10-2025,10-10-2025,11-10-2025,12,4,8,0,0.3333333333333333,WH-01
SO20350,CUST-001,Customer X,BR-2208,19-05-2024,21-05-2024,21-05-2024,20,15,5,0,0.75,WH-03
SO20351,CUST-003,Customer Z,BR-2208,30-04-2025,01-05-2025,30-04-2025,30,28,2,0,0.9333333333333332,WH-03
SO20352,CUST-001,Customer X,MN-5544,31-12-2024,04-01-2025,06-01-2025,18,11,7,0,0.6111111111111112,WH-01
SO20353,CUST-003,Customer Z,CL-7781,10-01-2025,14-01-2025,16-01-2025,30,23,7,0,0.7666666666666667,WH-01
SO20354,CUST-001,Customer X,MN-5544,10-06-2025,13-06-2025,15-06-2025,6,0,6,0,0,WH-01
SO20355,CUST-003,Customer Z,MN-5544,13-09-2024,17-09-2024,19-09-2024,6,0,6,0,0,WH-01
SO20356,CUST-002,Customer Y,AX-4312,11-04-2024,12-04-2024,14-04-2024,16,8,8,0,0.5,WH-01
SO20357,CUST-001,Customer X,CL-7781,26-02-2025,02-03-2025,01-03-2025,32,27,5,0,0.84375,WH-01
SO20358,CUST-003,Customer Z,CL-7781,24-06-2025,25-06-2025,25-06-2025,26,18,8,0,0.6923076923076923,WH-01
SO20359,CUST-002,Customer Y,BR-2208,22-04-2025,23-04-2025,23-04-2025,10,9,1,0,0.9,WH-03
SO20360,CUST-002,Customer Y,CL-7781,20-07-2025,24-07-2025,26-07-2025,19,12,7,0,0.631578947,WH-01
SO20361,CUST-002,Customer Y,ZX-9910,08-09-2025,09-09-2025,10-09-2025,11,11,0,0,1,WH-01
SO20362,CUST-001,Customer X,CL-7781,24-11-2025,26-11-2025,28-11-2025,26,20,6,0,0.7692307692307693,WH-01
SO20363,CUST-003,Customer Z,MN-5544,18-07-2025,21-07-2025,20-07-2025,17,11,6,0,0.6470588235294118,WH-01
SO20364,CUST-003,Customer Z,AX-4312,20-12-2025,22-12-2025,22-12-2025,33,28,5,0,0.8484848484848485,WH-01
SO20365,CUST-003,Customer Z,CL-7781,21-03-2025,22-03-2025,21-03-2025,9,0,9,0,0,WH-01
SO20366,CUST-001,Customer X,MN-5544,14-06-2024,17-06-2024,18-06-2024,14,12,2,0,0.8571428571428571,WH-01
SO20367,CUST-002,Customer Y,ZX-9910,07-04-2024,08-04-2024,09-04-2024,39,30,9,0,0.7692307692307693,WH-01
SO20368,CUST-003,Customer Z,BR-2208,23-04-2025,25-04-2025,25-04-2025,12,9,3,0,0.75,WH-03
SO20369,CUST-002,Customer Y,MN-5544,21-11-2025,22-11-2025,24-11-2025,11,5,6,0,0.4545454545454545,WH-01
SO20370,CUST-002,Customer Y,BR-2208,23-09-2024,26-09-2024,26-09-2024,26,22,4,0,0.8461538461538461,WH-03
SO20371,CUST-003,Customer Z,ZX-9910,10-04-2024,11-04-2024,12-04-2024,23,23,0,0,1,WH-01
SO20372,CUST-003,Customer Z,BR-2208,13-03-2025,17-03-2025,17-03-2025,7,4,3,0,0.5714285714285714,WH-03
SO20373,CUST-002,Customer Y,CL-7781,13-10-2024,14-10-2024,15-10-2024,32,27,5,0,0.84375,WH-01
SO20374,CUST-002,Customer Y,CL-7781,13-09-2025,15-09-2025,16-09-2025,27,27,0,0,1,WH-01
SO20375,CUST-002,Customer Y,ZX-9910,18-07-2024,22-07-2024,23-07-2024,28,24,4,0,0.8571428571428571,WH-01
SO20376,CUST-002,Customer Y,BR-2208,06-07-2024,07-07-2024,07-07-2024,17,13,4,0,0.7647058823529411,WH-03
SO20377,CUST-001,Customer X,ZX-9910,24-11-2024,25-11-2024,26-11-2024,32,31,1,0,0.96875,WH-01
SO20378,CUST-001,Customer X,BR-2208,30-03-2024,03-04-2024,04-04-2024,39,30,9,0,0.7692307692307693,WH-03
SO20379,CUST-003,Customer Z,AX-4312,28-05-2025,29-05-2025,30-05-2025,22,22,0,0,1,WH-01
SO20380,CUST-002,Customer Y,CL-7781,29-11-2025,30-11-2025,02-12-2025,35,31,4,0,0.8857142857142857,WH-01
SO20381,CUST-001,Customer X,CL-7781,13-05-2025,16-05-2025,18-05-2025,6,6,0,0,1,WH-01
SO20382,CUST-001,Customer X,AX-4312,14-05-2024,17-05-2024,16-05-2024,36,35,1,0,0.9722222222222222,WH-01
SO20383,CUST-003,Customer Z,MN-5544,17-08-2024,18-08-2024,18-08-2024,11,2,9,0,0.1818181818181818,WH-01
SO20384,CUST-003,Customer Z,ZX-9910,13-01-2026,15-01-2026,14-01-2026,39,37,2,0,0.9487179487179488,WH-01
SO20385,CUST-003,Customer Z,AX-4312,25-09-2025,28-09-2025,27-09-2025,8,0,8,0,0,WH-01
SO20386,CUST-002,Customer Y,AX-4312,18-12-2024,22-12-2024,24-12-2024,24,23,1,0,0.9583333333333334,WH-01
SO20387,CUST-001,Customer X,MN-5544,28-11-2025,01-12-2025,03-12-2025,5,3,2,0,0.6,WH-01
SO20388,CUST-002,Customer Y,AX-4312,12-03-2025,13-03-2025,13-03-2025,21,13,8,0,0.6190476190476191,WH-01
SO20389,CUST-002,Customer Y,CL-7781,26-11-2024,28-11-2024,29-11-2024,17,15,2,0,0.8823529411764706,WH-01
SO20390,CUST-001,Customer X,BR-2208,29-04-2025,02-05-2025,02-05-2025,17,15,2,0,0.8823529411764706,WH-03
SO20391,CUST-001,Customer X,CL-7781,17-05-2024,19-05-2024,21-05-2024,22,16,6,0,0.7272727272727273,WH-01
SO20392,CUST-003,Customer Z,ZX-9910,19-07-2025,20-07-2025,22-07-2025,34,25,9,0,0.7352941176470589,WH-01
SO20393,CUST-002,Customer Y,ZX-9910,17-01-2025,18-01-2025,19-01-2025,19,12,7,0,0.631578947,WH-01
SO20394,CUST-003,Customer Z,MN-5544,27-09-2025,30-09-2025,01-10-2025,6,0,6,0,0,WH-01
SO20395,CUST-002,Customer Y,CL-7781,14-06-2025,18-06-2025,19-06-2025,17,10,7,0,0.5882352941176471,WH-01
SO20396,CUST-003,Customer Z,BR-2208,14-04-2024,15-04-2024,16-04-2024,35,26,9,0,0.7428571428571429,WH-03
SO20397,CUST-001,Customer X,MN-5544,08-03-2025,09-03-2025,11-03-2025,10,1,9,0,0.1,WH-01
SO20398,CUST-002,Customer Y,MN-5544,18-11-2025,20-11-2025,20-11-2025,8,0,8,0,0,WH-01
SO20399,CUST-002,Customer Y,MN-5544,25-01-2026,28-01-2026,28-01-2026,12,6,6,0,0.5,WH-01
SO20400,CUST-001,Customer X,BR-2208,18-01-2026,19-01-2026,21-01-2026,7,7,0,0,1,WH-03
SO20401,CUST-002,Customer Y,MN-5544,11-07-2025,13-07-2025,14-07-2025,33,32,1,0,0.9696969696969696,WH-01
SO20402,CUST-001,Customer X,CL-7781,20-04-2024,24-04-2024,26-04-2024,26,23,3,0,0.8846153846153846,WH-01
SO20403,CUST-002,Customer Y,ZX-9910,22-01-2025,23-01-2025,25-01-2025,10,5,5,0,0.5,WH-01
SO20404,CUST-002,Customer Y,MN-5544,07-03-2025,09-03-2025,10-03-2025,30,30,0,0,1,WH-01
SO20405,CUST-002,Customer Y,MN-5544,20-06-2024,24-06-2024,26-06-2024,39,34,5,0,0.8717948717948718,WH-01
SO20406,CUST-001,Customer X,ZX-9910,30-10-2024,02-11-2024,04-11-2024,19,18,1,0,0.9473684210526316,WH-01
SO20407,CUST-001,Customer X,ZX-9910,21-05-2025,24-05-2025,23-05-2025,31,25,6,0,0.8064516129032258,WH-01
SO20408,CUST-001,Customer X,CL-7781,02-05-2025,05-05-2025,07-05-2025,39,33,6,0,0.8461538461538461,WH-01
SO20409,CUST-003,Customer Z,ZX-9910,03-03-2025,04-03-2025,04-03-2025,13,9,4,0,0.6923076923076923,WH-01
SO20410,CUST-003,Customer Z,ZX-9910,10-10-2024,14-10-2024,15-10-2024,37,35,2,0,0.945945946,WH-01
SO20411,CUST-003,Customer Z,BR-2208,03-07-2024,06-07-2024,07-07-2024,27,27,0,0,1,WH-03
SO20412,CUST-002,Customer Y,BR-2208,13-05-2024,16-05-2024,15-05-2024,28,20,8,0,0.7142857142857143,WH-03
SO20413,CUST-003,Customer Z,CL-7781,25-01-2026,28-01-2026,29-01-2026,32,25,7,0,0.78125,WH-01
SO20414,CUST-003,Customer Z,CL-7781,18-12-2025,20-12-2025,21-12-2025,7,7,0,0,1,WH-01
SO20415,CUST-001,Customer X,ZX-9910,18-06-2024,21-06-2024,20-06-2024,36,28,8,0,0.7777777777777778,WH-01
SO20416,CUST-003,Customer Z,BR-2208,04-07-2025,05-07-2025,05-07-2025,27,24,3,0,0.8888888888888888,WH-03
SO20417,CUST-003,Customer Z,CL-7781,10-08-2024,12-08-2024,11-08-2024,11,6,5,0,0.5454545454545454,WH-01
SO20418,CUST-003,Customer Z,BR-2208,06-02-2025,10-02-2025,11-02-2025,21,18,3,0,0.8571428571428571,WH-03
SO20419,CUST-001,Customer X,MN-5544,25-05-2025,28-05-2025,27-05-2025,31,27,4,0,0.8709677419354839,WH-01
SO20420,CUST-003,Customer Z,ZX-9910,12-09-2024,15-09-2024,17-09-2024,37,34,3,0,0.918918919,WH-01
SO20421,CUST-002,Customer Y,ZX-9910,10-08-2025,12-08-2025,14-08-2025,9,3,6,0,0.3333333333333333,WH-01
SO20422,CUST-003,Customer Z,AX-4312,15-05-2024,16-05-2024,18-05-2024,19,14,5,0,0.7368421052631579,WH-01
SO20423,CUST-001,Customer X,BR-2208,11-08-2024,12-08-2024,13-08-2024,23,18,5,0,0.782608696,WH-03
SO20424,CUST-001,Customer X,AX-4312,13-04-2024,16-04-2024,18-04-2024,28,22,6,0,0.7857142857142857,WH-01
SO20425,CUST-002,Customer Y,ZX-9910,19-05-2024,23-05-2024,23-05-2024,21,21,0,1,1,WH-01
SO20426,CUST-001,Customer X,AX-4312,23-12-2025,27-12-2025,29-12-2025,34,25,9,0,0.7352941176470589,WH-01
SO20427,CUST-001,Customer X,CL-7781,12-12-2024,15-12-2024,16-12-2024,33,32,1,0,0.9696969696969696,WH-01
SO20428,CUST-001,Customer X,MN-5544,11-12-2024,15-12-2024,16-12-2024,11,2,9,0,0.1818181818181818,WH-01
SO20429,CUST-001,Customer X,BR-2208,27-01-2025,30-01-2025,31-01-2025,7,2,5,0,0.2857142857142857,WH-03
SO20430,CUST-003,Customer Z,AX-4312,09-11-2025,12-11-2025,14-11-2025,6,0,6,0,0,WH-01
SO20431,CUST-002,Customer Y,CL-7781,25-10-2025,27-10-2025,28-10-2025,11,8,3,0,0.7272727272727273,WH-01
SO20432,CUST-003,Customer Z,MN-5544,07-07-2024,08-07-2024,10-07-2024,8,4,4,0,0.5,WH-01
SO20433,CUST-002,Customer Y,MN-5544,08-06-2025,11-06-2025,10-06-2025,34,25,9,0,0.7352941176470589,WH-01
SO20434,CUST-001,Customer X,MN-5544,18-11-2025,21-11-2025,21-11-2025,31,29,2,0,0.935483871,WH-01
SO20435,CUST-001,Customer X,BR-2208,26-12-2024,27-12-2024,27-12-2024,7,0,7,0,0,WH-03
